"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"HRV","Croatia","IND-INFR-AIR-PC","Airports per one million inhabitants","2006","2006",1.3917371175593,,
"HRV","Croatia","IND-INFR-AIR-PC","Airports per one million inhabitants","2007","2007",1.3920412823763,,
"HRV","Croatia","IND-INFR-AIR-PC","Airports per one million inhabitants","2008","2008",1.6242411023492,,
"HRV","Croatia","IND-INFR-AIR-PC","Airports per one million inhabitants","2009","2009",1.6259478985901,,
"HRV","Croatia","IND-INFR-AIR-PC","Airports per one million inhabitants","2010","2010",1.62964008002,,
"HRV","Croatia","IND-INFR-AIR-PC","Airports per one million inhabitants","2011","2011",1.6352763687146,,
"HRV","Croatia","IND-INFR-AIR-PC","Airports per one million inhabitants","2012","2012",1.4059562869444,,
"HRV","Croatia","IND-INFR-AIR-PC","Airports per one million inhabitants","2013","2013",1.4098774605005,,
"HRV","Croatia","IND-INFR-AIR-PC","Airports per one million inhabitants","2014","2014",1.8875096174513,,
"HRV","Croatia","IND-INFR-AIR-PC","Airports per one million inhabitants","2015","2015",1.6652377340967,,
"HRV","Croatia","IND-INFR-AIR-PC","Airports per one million inhabitants","2016","2016",1.9164664957338,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2000","2000",1.3771467765791,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2001","2001",1.2637830810178,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2002","2002",2.2729129112029,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2003","2003",3.7197521182092,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2004","2004",2.9811828980253,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2005","2005",2.2960655027008,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2006","2006",2.4586909436376,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2007","2007",2.6171487128569,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2008","2008",2.5357889139045,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2009","2009",2.2178541356723,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2010","2010",1.3139441811075,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2011","2011",1.2067440640675,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2012","2012",1.2186129179169,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2013","2013",1.3706648960808,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2014","2014",0.93261274512029,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2015","2015",0.6593529038671,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2016","2016",0.51063209260256,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2017","2017",0.51838807183176,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2018","2018",0.73015082944353,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2019","2019",0.86803812923612,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2020","2020",1.1267403182341,,
"HRV","Croatia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2021","2021",1.1633526200437,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2000","2000",0.08143225106884,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2001","2001",0.0809192266394,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2002","2002",0.12663773958415,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2003","2003",0.33641719214485,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2004","2004",0.37905752381613,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2005","2005",0.25450718078172,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2006","2006",0.29943006839593,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2007","2007",0.20810543558893,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2008","2008",0.25934853951625,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2009","2009",0.21547942754611,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2010","2010",0.18226741093163,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2011","2011",0.1767766432811,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2012","2012",0.13854645643799,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2013","2013",0.41214966979207,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2014","2014",0.29717353755749,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2015","2015",0.13262512194862,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2016","2016",0.09365794559542,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2017","2017",0.125174368948,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2018","2018",0.18886295518333,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2019","2019",0.23039471417905,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2020","2020",0.2501821252955,,
"HRV","Croatia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2021","2021",0.24147205500319,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2000","2000",1.2885130339191,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2001","2001",1.1751327180753,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2002","2002",2.1406468276373,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2003","2003",3.376095568765,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2004","2004",2.59226435642,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2005","2005",2.0364241712981,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2006","2006",2.1562329307298,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2007","2007",2.4044323739684,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2008","2008",2.2724416083605,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2009","2009",1.9946042988111,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2010","2010",1.1259809135842,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2011","2011",1.0222943110613,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2012","2012",1.0726177272619,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2013","2013",0.954655034857,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2014","2014",0.63543920756281,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2015","2015",0.52672778191848,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2016","2016",0.41697414700715,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2017","2017",0.39321370288376,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2018","2018",0.5412878742602,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2019","2019",0.63764341505706,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2020","2020",0.87655819293859,,
"HRV","Croatia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2021","2021",0.92188056504049,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2000","2000",0.00720149159112,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2001","2001",0.00773113630313,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2002","2002",0.00562834398152,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2003","2003",0.00723935729932,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2004","2004",0.00986101778918,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2005","2005",0.00513415062096,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2006","2006",0.00302794451187,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2007","2007",0.00461090329961,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2008","2008",0.00399876602778,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2009","2009",0.00777040931512,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2010","2010",0.00569585659161,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2011","2011",0.00767310972506,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2012","2012",0.0074487342171,,
"HRV","Croatia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2013","2013",0.00386019143177,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2000","2000",121.0448298,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2001","2001",119.0310183,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2002","2002",226.4095749,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2003","2003",391.1534397,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2004","2004",326.509645,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2005","2005",261.9708985,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2006","2006",294.2529965,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2007","2007",328.8272763,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2008","2008",325.0216865,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2009","2009",264.0990972,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2010","2010",154.8989198,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2011","2011",142.6296221,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2012","2012",141.1047259,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2013","2013",158.5205032,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2014","2014",107.8340567,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2015","2015",78.80790794,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2016","2016",63.64765352,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2017","2017",67.62640092,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2018","2018",98.79849671,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2019","2019",122.1495475,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2020","2020",145.578721,,
"HRV","Croatia","IND-INFR-INV-PC","Total inland transport infrastructure investment in constant USD per inhabitant","2021","2021",176.438857,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2000","2000",7.1575183566147,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2001","2001",7.6214806527837,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2002","2002",12.614648669168,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2003","2003",35.376213923558,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2004","2004",41.515715832473,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2005","2005",29.038142503011,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2006","2006",35.835410024239,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2007","2007",26.147060623908,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2008","2008",33.241687550293,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2009","2009",25.659002297641,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2010","2010",21.487234014535,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2011","2011",20.893897466172,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2012","2012",16.04246941759,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2013","2013",47.66604560142,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2014","2014",34.360917156335,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2015","2015",15.85176727205,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2016","2016",11.673979709786,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2017","2017",16.329643422862,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2018","2018",25.555509881126,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2019","2019",32.420938852564,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2020","2020",32.324391487234,,
"HRV","Croatia","IND-INFR-RLINV-PC","Rail infrastructure investment in constant USD per inhabitant","2021","2021",36.811474447684,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2000","2000",113.25433807813,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2001","2001",110.68137508501,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2002","2002",213.23428342993,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2003","2003",355.01597972907,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2004","2004",283.91392762853,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2005","2005",232.34698172798,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2006","2006",258.05521668016,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2007","2007",302.1008983755,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2008","2008",291.26747373363,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2009","2009",237.5148146109,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2010","2010",132.74021539242,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2011","2011",120.82881606481,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2012","2012",124.19976323296,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2013","2013",110.4080234932,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2014","2014",73.473143498615,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2015","2015",62.956143542169,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2016","2016",51.973676133088,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2017","2017",51.29675996004,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2018","2018",73.242990430615,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2019","2019",89.728613101944,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2020","2020",113.25433484276,,
"HRV","Croatia","IND-INFR-RDINV-PC","Road infrastructure investment in constant USD per inhabitant","2021","2021",140.5371021643,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2000","2000",0.63297781385028,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2001","2001",0.72816694134876,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2002","2002",0.56065105196301,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2003","2003",0.76126029962087,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2004","2004",1.080013419159,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2005","2005",0.5857838545276,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2006","2006",0.36238055080691,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2007","2007",0.57932926050018,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2008","2008",0.51253703271378,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2009","2009",0.92528995802867,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2010","2010",0.67147606295422,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2011","2011",0.90691374644488,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2012","2012",0.86249835578443,,
"HRV","Croatia","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in constant USD per inhabitant","2013","2013",0.44643990837065,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2000","2000",5.9131134352373,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2001","2001",6.4029363784666,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2002","2002",5.571605447792,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2003","2003",9.0440755580996,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2004","2004",12.715003969304,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2005","2005",11.08449129532,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2006","2006",12.178434592228,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2007","2007",7.9516091143998,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2008","2008",10.227528722685,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2009","2009",9.7156717423528,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2010","2010",13.871777321469,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2011","2011",14.649058449499,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2012","2012",11.369193154034,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2013","2013",30.069324090121,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2014","2014",31.864623243934,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2015","2015",20.114436619718,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2016","2016",18.341570565623,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2017","2017",24.146845915202,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2018","2018",25.866293314666,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2019","2019",26.54200390734,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2020","2020",22.204062572963,,
"HRV","Croatia","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2021","2021",20.756566052528,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2000","2000",93.56395817,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2001","2001",92.98531811,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2002","2002",94.18076764,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2003","2003",90.76130509,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2004","2004",86.95422069,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2005","2005",88.69190225,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2006","2006",87.6984127,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2007","2007",91.87221048,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2008","2008",89.6147781,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2009","2009",89.93397116,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2010","2010",85.69472964,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2011","2011",84.71508926,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2012","2012",88.0195599,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2013","2013",69.64904679,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2014","2014",68.13537676,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2015","2015",79.88556338,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2016","2016",81.65842943,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2017","2017",75.85315408,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2018","2018",74.13370669,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2019","2019",73.45799609,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2020","2020",77.79593743,,
"HRV","Croatia","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2021","2021",79.24343395,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2000","2000",0.522928399,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2001","2001",0.611745514,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2002","2002",0.247626909,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2003","2003",0.194619347,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2004","2004",0.330775337,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2005","2005",0.223606453,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2006","2006",0.123152709,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2007","2007",0.176180409,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2008","2008",0.157693174,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2009","2009",0.350357095,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2010","2010",0.433493041,,
"HRV","Croatia","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2011","2011",0.635852287,,
